211	70,333
212	70,667
213	71,000
214	71,333
215	71,667
216	72,000
217	72,333
218	72,667
219	73,000
220	73,333
221	73,667
222	74,000
223	74,333
224	74,667
225	75,000
226	75,333
227	75,667
228	76,000
229	76,333
230	76,667
231	77,000
232	77,333
233	77,667
234	78,000
235	78,333
236	78,667
237	79,000
238	79,333
239	79,667
240	80,000
241	80,333
242	80,667
243	81,000
244	81,333
245	81,667
246	82,000
247	82,333
248	82,667
249	83,000
250	83,333
251	83,667
252	84,000
253	84,333
254	84,667
255	85,000
256	85,333
257	85,667
258	86,000
259	86,333
260	86,667
261	87,000
262	87,333
263	87,667
264	88,000
265	88,333
266	88,667
267	89,000
268	89,333
269	89,667
270	90,000
271	90,333
272	90,667
273	91,000
274	91,333
275	91,667
276	92,000
277	92,333
278	92,667
279	93,000
280	93,333
281	93,667
282	94,000
283	94,333
284	94,667
285	95,000
286	95,333
287	95,667
288	96,000
289	96,333
290	96,667
291	97,000
292	97,333
293	97,667
294	98,000
295	98,333
296	98,667
297	99,000
298	99,333
299	99,667
300	100,000
301	100,333
302	100,667
303	101,000
304	101,333
305	101,667
306	102,000
307	102,333
308	102,667
309	103,000
310	103,333
311	103,667
312	104,000
313	104,333
314	104,667
315	105,000
316	105,333
317	105,667
318	106,000
319	106,333
320	106,667
321	107,000
322	107,333
323	107,667
324	108,000
325	108,333
326	108,667
327	109,000
328	109,333
329	109,667
330	110,000
331	110,333
332	110,667
333	111,000
334	111,333
335	111,667
336	112,000
337	112,333
338	112,667
339	113,000
340	113,333
341	113,667
342	114,000
343	114,333
344	114,667
345	115,000
346	115,333
347	115,667
348	116,000
349	116,333
350	116,667
351	117,000
352	117,333
353	117,667
354	118,000
355	118,333
356	118,667
357	119,000
358	119,333
359	119,667
360	120,000
361	120,333
362	120,667
363	121,000
364	121,333
365	121,667
366	122,000
367	122,333
368	122,667
369	123,000
370	123,333
371	123,667
372	124,000
373	124,333
374	124,667
375	125,000
376	125,333
377	125,667
378	126,000
379	126,333
380	126,667
381	127,000
382	127,333
383	127,667
384	128,000
385	128,333
386	128,667
387	129,000
388	129,333
389	129,667
390	130,000
391	130,333
392	130,667
393	131,000
394	131,333
395	131,667
396	132,000
397	132,333
398	132,667
399	133,000
400	133,333
401	133,667
402	134,000
403	134,333
404	134,667
405	135,000
406	135,333
407	135,667
408	136,000
409	136,333
410	136,667
411	137,000
412	137,333
413	137,667
414	138,000
415	138,333
416	138,667
417	139,000
418	139,333
419	139,667
420	140,000
421	140,333
422	140,667
423	141,000
424	141,333
425	141,667
426	142,000
427	142,333
428	142,667
429	143,000
430	143,333
431	143,667
432	144,000
433	144,333
434	144,667
435	145,000
436	145,333
437	145,667
438	146,000
439	146,333
440	146,667
441	147,000
442	147,333
443	147,667
444	148,000
445	148,333
446	148,667
447	149,000
448	149,333
449	149,667
450	150,000
451	150,333
452	150,667
453	151,000
454	151,333
455	151,667
456	152,000
457	152,333
458	152,667
459	153,000
460	153,333
461	153,667
462	154,000
463	154,333
464	154,667
465	155,000
466	155,333
467	155,667
468	156,000
469	156,333
470	156,667
471	157,000
472	157,333
473	157,667
474	158,000
475	158,333
476	158,667
477	159,000
478	159,333
479	159,667
480	160,000
481	160,333
482	160,667
483	161,000
484	161,333
485	161,667
486	162,000
487	162,333
488	162,667
489	163,000
490	163,333
491	163,667
492	164,000
493	164,333
494	164,667
495	165,000
496	165,333
497	165,667
498	166,000
499	166,333
500	166,667
501	167,000
502	167,333
503	167,667
504	168,000
505	168,333
506	168,667
507	169,000
508	169,333
509	169,667
510	170,000
511	170,333
512	170,667
513	171,000
514	171,333
515	171,667
516	172,000
517	172,333
518	172,667
519	173,000
520	173,333
521	173,667
522	174,000
523	174,333
524	174,667
525	175,000
526	175,333
527	175,667
528	176,000
529	176,333
530	176,667
531	177,000
532	177,333
533	177,667
534	178,000
535	178,333
536	178,667
537	179,000
538	179,333
539	179,667
540	180,000
541	180,333
542	180,667
543	181,000
544	181,333
545	181,667
546	182,000
547	182,333
548	182,667
549	183,000
550	183,333
551	183,667
552	184,000
553	184,333
554	184,667
555	185,000
556	185,333
557	185,667
558	186,000
559	186,333
560	186,667
561	187,000
562	187,333
563	187,667
564	188,000
565	188,333
566	188,667
567	189,000
568	189,333
569	189,667
570	190,000
571	190,333
572	190,667
573	191,000
574	191,333
575	191,667
576	192,000
577	192,333
578	192,667
579	193,000
580	193,333
581	193,667
582	194,000
583	194,333
584	194,667
585	195,000
586	195,333
587	195,667
588	196,000
589	196,333
590	196,667
591	197,000
592	197,333
593	197,667
594	198,000
595	198,333
596	198,667
597	199,000
598	199,333
599	199,667
600	200,000
601	200,333
602	200,667
603	201,000
604	201,333
605	201,667
606	202,000
607	202,333
608	202,667
609	203,000
610	203,333
611	203,667
612	204,000
613	204,333
614	204,667
615	205,000
616	205,333
617	205,667
618	206,000
619	206,333
620	206,667
621	207,000
622	207,333
623	207,667
624	208,000
625	208,333
626	208,667
627	209,000
628	209,333
629	209,667
630	210,000
631	210,333
632	210,667
633	211,000
634	211,333
635	211,667
636	212,000
637	212,333
638	212,667
639	213,000
640	213,333
641	213,667
642	214,000
643	214,333
644	214,667
645	215,000
646	215,333
647	215,667
648	216,000
649	216,333
650	216,667
651	217,000
652	217,333
653	217,667
654	218,000
655	218,333
656	218,667
657	219,000
658	219,333
659	219,667
660	220,000
661	220,333
662	220,667
663	221,000
664	221,333
665	221,667
666	222,000
667	222,333
668	222,667
669	223,000
670	223,333
671	223,667
672	224,000
673	224,333
674	224,667
675	225,000
676	225,333
677	225,667
678	226,000
679	226,333
680	226,667
681	227,000
682	227,333
683	227,667
684	228,000
685	228,333
686	228,667
687	229,000
688	229,333
689	229,667
690	230,000
691	230,333
692	230,667
693	231,000
694	231,333
695	231,667
696	232,000
697	232,333
698	232,667
699	233,000
700	233,333
701	233,667
702	234,000
703	234,333
704	234,667
705	235,000
706	235,333
707	235,667
708	236,000
709	236,333
710	236,667
711	237,000
712	237,333
713	237,667
714	238,000
715	238,333
716	238,667
717	239,000
718	239,333
719	239,667
720	240,000
721	240,333
722	240,667
723	241,000
724	241,333
725	241,667
726	242,000
727	242,333
728	242,667
729	243,000
730	243,333
731	243,667
732	244,000
733	244,333
734	244,667
735	245,000
736	245,333
737	245,667
738	246,000
739	246,333
740	246,667
741	247,000
742	247,333
743	247,667
744	248,000
745	248,333
746	248,667
747	249,000
748	249,333
749	249,667
750	250,000
751	250,333
752	250,667
753	251,000
754	251,333
755	251,667
756	252,000
757	252,333
758	252,667
759	253,000
760	253,333
761	253,667
762	254,000
763	254,333
764	254,667
765	255,000
766	255,333
767	255,667
768	256,000
769	256,333
770	256,667
771	257,000
772	257,333
773	257,667
774	258,000
775	258,333
776	258,667
777	259,000
778	259,333
779	259,667
780	260,000
781	260,333
782	260,667
783	261,000
784	261,333
785	261,667
786	262,000
787	262,333
788	262,667
789	263,000
790	263,333
791	263,667
792	264,000
793	264,333
794	264,667
795	265,000
796	265,333
797	265,667
798	266,000
799	266,333
800	266,667
801	267,000
802	267,333
803	267,667
804	268,000
805	268,333
806	268,667
807	269,000
808	269,333
809	269,667
810	270,000
811	270,333
812	270,667
813	271,000
814	271,333
815	271,667
816	272,000
817	272,333
818	272,667
819	273,000
820	273,333
821	273,667
822	274,000
823	274,333
824	274,667
825	275,000
826	275,333
827	275,667
828	276,000
829	276,333
830	276,667
831	277,000
832	277,333
833	277,667
834	278,000
835	278,333
836	278,667
837	279,000
838	279,333
839	279,667
840	280,000
841	280,333
842	280,667
843	281,000
844	281,333
845	281,667
846	282,000
847	282,333
848	282,667
849	283,000
850	283,333
851	283,667
852	284,000
853	284,333
854	284,667
855	285,000
856	285,333
857	285,667
858	286,000
859	286,333
860	286,667
861	287,000
862	287,333
863	287,667
864	288,000
865	288,333
866	288,667
867	289,000
868	289,333
869	289,667
870	290,000
871	290,333
872	290,667
873	291,000
874	291,333
875	291,667
876	292,000
877	292,333
878	292,667
879	293,000
880	293,333
881	293,667
882	294,000
883	294,333
884	294,667
885	295,000
886	295,333
887	295,667
888	296,000
889	296,333
890	296,667
891	297,000
892	297,333
893	297,667
894	298,000
895	298,333
896	298,667
897	299,000
898	299,333
899	299,667
900	300,000
901	300,333
902	300,667
903	301,000
904	301,333
905	301,667
906	302,000
907	302,333
908	302,667
909	303,000
910	303,333
911	303,667
912	304,000
913	304,333
914	304,667
915	305,000
916	305,333
917	305,667
918	306,000
919	306,333
920	306,667
921	307,000
922	307,333
923	307,667
924	308,000
925	308,333
926	308,667
927	309,000
928	309,333
929	309,667
930	310,000
931	310,333
932	310,667
933	311,000
934	311,333
935	311,667
936	312,000
937	312,333
938	312,667
939	313,000
940	313,333
941	313,667
942	314,000
943	314,333
944	314,667
945	315,000
946	315,333
947	315,667
948	316,000
949	316,333
950	316,667
951	317,000
952	317,333
953	317,667
954	318,000
955	318,333
956	318,667
957	319,000
958	319,333
959	319,667
960	320,000
961	320,333
962	320,667
963	321,000
964	321,333
965	321,667
966	322,000
967	322,333
968	322,667
969	323,000
970	323,333
971	323,667
972	324,000
973	324,333
974	324,667
975	325,000
976	325,333
977	325,667
978	326,000
979	326,333
980	326,667
981	327,000
982	327,333
983	327,667
984	328,000
985	328,333
986	328,667
987	329,000
988	329,333
989	329,667
990	330,000
991	330,333
992	330,667
993	331,000
994	331,333
995	331,667
996	332,000
997	332,333
998	332,667
999	333,000
1000	333,333
